date,category,operated_by,payment_mode,payment_location,volume,value,unit,note
23-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.74609,30.9420714,"value in INR Crores, volume in Lakhs",
23-10-2023,Payment Transactions,NPCI Operated,AePS,,0.62,18.92,"value in INR Crores, volume in Lakhs",
23-10-2023,Payment Transactions,NPCI Operated,CTS,,14.88,15170.82,"value in INR Crores, volume in Lakhs",
23-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.0031,14755.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
23-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,137.99,5265.88,"value in INR Crores, volume in Lakhs",
23-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,31.83,1990.49,"value in INR Crores, volume in Lakhs",
23-10-2023,Payment Transactions,NPCI Operated,NETC,,98.39,164.42,"value in INR Crores, volume in Lakhs",
23-10-2023,Payment Transactions,NPCI Operated,UPI,,3456.95,46427.03,"value in INR Crores, volume in Lakhs",
23-10-2023,Payment Transactions,RBI Operated,NEFT,,171.09366,99504.26370959,"value in INR Crores, volume in Lakhs",
23-10-2023,Payment Transactions,RBI Operated,RTGS,,6.35403,506421.94656747405,"value in INR Crores, volume in Lakhs",
23-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.08426,301212.18,"value in INR Crores, volume in Lakhs",
23-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.0611,699670.385,"value in INR Crores, volume in Lakhs",
23-10-2023,Payment Transactions,NPCI Operated,IMPS,,143.7,14054.17,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,32.21069,780.0950202,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,NPCI Operated,AePS,,0.63,19.39,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.60052,16.3811857,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.83362,14.216740000000001,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,10.88769,316.2940352,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,NPCI Operated,CTS,,0.0,0.0,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,37.45918,1718.2782168,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,31.904770000000003,1162.5721672,"value in INR Crores, volume in Lakhs",
22-10-2023,Cash Withdrawal,NPCI Operated,NFS,,101.38,3751.9,"value in INR Crores, volume in Lakhs",
22-10-2023,Cash Withdrawal,NPCI Operated,AePS,,27.13,656.78,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,NPCI Operated,BBPS,,28.21,453.46,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,NPCI Operated,IMPS,,134.76,10102.45,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,13.66,985.94,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,NPCI Operated,NETC,,108.01,183.02,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,NPCI Operated,UPI,,3592.45,41526.45,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,RBI Operated,NEFT,,110.04313,14764.541693610001,"value in INR Crores, volume in Lakhs",
22-10-2023,Payment Transactions,RBI Operated,RTGS,,0.88924,8196.423305445,"value in INR Crores, volume in Lakhs",
22-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
22-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
22-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
22-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,2.16,326.29999999999995,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,NPCI Operated,CTS,,18.82,21475.77,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,11.434859999999999,309.8431479,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,NPCI Operated,AePS,,0.64,22.04,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.72831,31.412599399999998,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.94319,15.026889099999998,"value in INR Crores, volume in Lakhs",
21-10-2023,Cash Withdrawal,NPCI Operated,AePS,,33.05,850.72,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,34.86283,866.1230478,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,30.19193,1817.9539407,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,33.365559999999995,1246.9787466,"value in INR Crores, volume in Lakhs",
21-10-2023,Cash Withdrawal,NPCI Operated,NFS,,112.49,4586.9,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,NPCI Operated,BBPS,,37.24,796.33,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,18.69,2780.58,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,NPCI Operated,IMPS,,155.6,16598.38,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,99.39999999999999,5725.35,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,NPCI Operated,NETC,,117.86,194.12,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,NPCI Operated,UPI,,3777.73,54291.64,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,RBI Operated,NEFT,,181.52082,82785.08575055,"value in INR Crores, volume in Lakhs",
21-10-2023,Payment Transactions,RBI Operated,RTGS,,7.72205,208235.771209784,"value in INR Crores, volume in Lakhs",
21-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.0,0.0,"value in INR Crores, volume in Lakhs",
21-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.00125,11370.5,"value in INR Crores, volume in Lakhs",
21-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.0,0.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
20-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,17.46003,464.72497119999997,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,NPCI Operated,AePS,,0.6,21.38,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.0966,59.0275969,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.89005,14.3256815,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,NPCI Operated,CTS,,23.09,26059.18,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,38.198010000000004,943.1520278,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,38.790850000000006,2642.1146088,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,35.04549,1343.7174344999999,"value in INR Crores, volume in Lakhs",
20-10-2023,Cash Withdrawal,NPCI Operated,NFS,,108.5,4427.36,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,NPCI Operated,BBPS,,39.68,919.82,"value in INR Crores, volume in Lakhs",
20-10-2023,Cash Withdrawal,NPCI Operated,AePS,,33.79,875.91,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,NPCI Operated,IMPS,,154.3,17524.31,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,RBI Operated,RTGS,,9.59049,642607.42142428,"value in INR Crores, volume in Lakhs",
20-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00308,17980.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
20-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.0542,677282.637,"value in INR Crores, volume in Lakhs",
20-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.071065,283764.35000000003,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,166.56,5940.139999999999,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,RBI Operated,NEFT,,249.33546,138080.77011653202,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,NPCI Operated,UPI,,3692.63,54710.75,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,NPCI Operated,NETC,,111.87,191.48,"value in INR Crores, volume in Lakhs",
20-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,41.99,5206.24,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,NPCI Operated,CTS,,23.04,26784.49,"value in INR Crores, volume in Lakhs",
19-10-2023,Cash Withdrawal,NPCI Operated,AePS,,33.56,869.48,"value in INR Crores, volume in Lakhs",
19-10-2023,Cash Withdrawal,NPCI Operated,NFS,,104.77,4301.27,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,33.06339,1283.0710081,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,28.84164,3508.9507197000003,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,37.11022,923.8912774999999,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,14.336369999999999,389.26184820000003,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.79778,12.8940352,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.8240799999999999,33.1807372,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,NPCI Operated,AePS,,0.56,20.0,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,NPCI Operated,BBPS,,41.06,948.74,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,NPCI Operated,IMPS,,153.77,17512.46,"value in INR Crores, volume in Lakhs",
19-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00504,26485.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
19-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,8.45,2103.21,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,NPCI Operated,NETC,,105.86,186.45,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,NPCI Operated,UPI,,3709.93,54470.36,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,RBI Operated,NEFT,,218.55159,138779.641805652,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,RBI Operated,RTGS,,9.4456,572741.67671369,"value in INR Crores, volume in Lakhs",
19-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.086435,272871.03,"value in INR Crores, volume in Lakhs",
19-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.0583,698014.401,"value in INR Crores, volume in Lakhs",
19-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,136.13,6002.87,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,16.46661,462.3212436,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,NPCI Operated,AePS,,0.56,20.400000000000002,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.0363300000000002,47.856250100000004,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.80789,13.585377600000001,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,NPCI Operated,CTS,,25.01,27460.78,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,37.59577,939.185874,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,40.50538,2722.3337629,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,32.72986,1263.0141173000002,"value in INR Crores, volume in Lakhs",
18-10-2023,Cash Withdrawal,NPCI Operated,NFS,,107.49,4454.24,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,NPCI Operated,BBPS,,41.94,999.13,"value in INR Crores, volume in Lakhs",
18-10-2023,Cash Withdrawal,NPCI Operated,AePS,,34.95,904.36,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,NPCI Operated,IMPS,,158.62,17937.77,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,RBI Operated,RTGS,,9.55285,538468.04587774,"value in INR Crores, volume in Lakhs",
18-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00576,18495.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
18-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.05971,702211.902,"value in INR Crores, volume in Lakhs",
18-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.08026,290172.03,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,94.4,4082.08,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,RBI Operated,NEFT,,226.89029,147907.37599650602,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,NPCI Operated,UPI,,3720.74,55860.46,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,NPCI Operated,NETC,,103.69,181.72,"value in INR Crores, volume in Lakhs",
18-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,17.3,2984.02,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,NPCI Operated,CTS,,28.53,29485.83,"value in INR Crores, volume in Lakhs",
17-10-2023,Cash Withdrawal,NPCI Operated,NFS,,107.41,4476.35,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,32.01698,1244.3845891,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,42.00009,2608.8638959,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,37.53018,910.6361503,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,17.163339999999998,484.3761689,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.87141,14.7321836,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.0905500000000001,51.3288802,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,NPCI Operated,AePS,,0.55,20.09,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,NPCI Operated,BBPS,,43.98,1036.82,"value in INR Crores, volume in Lakhs",
17-10-2023,Cash Withdrawal,NPCI Operated,AePS,,36.12,924.74,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,NPCI Operated,IMPS,,157.76,18007.45,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,17.75,2613.51,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,NPCI Operated,NETC,,99.14,174.52,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,NPCI Operated,UPI,,3678.74,56858.26,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,RBI Operated,NEFT,,207.26675,126992.80382764399,"value in INR Crores, volume in Lakhs",
17-10-2023,Payment Transactions,RBI Operated,RTGS,,9.8809,550442.2975065589,"value in INR Crores, volume in Lakhs",
17-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.092995,285523.43,"value in INR Crores, volume in Lakhs",
17-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.05679,702134.169,"value in INR Crores, volume in Lakhs",
17-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00364,14650.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
17-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,125.41999999999999,6486.2,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,28.5523,790.4918587,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,NPCI Operated,AePS,,0.52,18.23,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.9024500000000001,27.779778500000003,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.95989,16.7048832,"value in INR Crores, volume in Lakhs",
16-10-2023,Cash Withdrawal,NPCI Operated,AePS,,37.81,955.62,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,56.8703,1426.1844047,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,83.68222,5137.0471576,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,53.07008,2003.6362064999998,"value in INR Crores, volume in Lakhs",
16-10-2023,Cash Withdrawal,NPCI Operated,NFS,,113.78,4726.88,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,NPCI Operated,BBPS,,45.21,1040.19,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,NPCI Operated,CTS,,35.37,32223.88,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,NPCI Operated,IMPS,,164.71,19201.53,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,57.0,4127.66,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,NPCI Operated,NETC,,99.02,169.14,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,NPCI Operated,UPI,,3537.26,55618.56,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,RBI Operated,NEFT,,238.69192,149253.495289389,"value in INR Crores, volume in Lakhs",
16-10-2023,Payment Transactions,RBI Operated,RTGS,,11.58609,675457.714545124,"value in INR Crores, volume in Lakhs",
16-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.10772,326949.64,"value in INR Crores, volume in Lakhs",
16-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06787,711874.069,"value in INR Crores, volume in Lakhs",
16-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00405,18795.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
16-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,159.22,7303.39,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,37.21706,937.1167737000001,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,NPCI Operated,AePS,,0.48,16.7,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.7199,20.2695639,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.95428,15.9306899,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,13.71809,370.65694449999995,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,NPCI Operated,CTS,,0.0,0.0,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,39.53698,2065.8374371,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,34.069599999999994,1279.7518744,"value in INR Crores, volume in Lakhs",
15-10-2023,Cash Withdrawal,NPCI Operated,NFS,,114.47,4395.09,"value in INR Crores, volume in Lakhs",
15-10-2023,Cash Withdrawal,NPCI Operated,AePS,,30.76,743.93,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,NPCI Operated,BBPS,,32.06,565.73,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,RBI Operated,NEFT,,104.53822,14011.706579129,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,NPCI Operated,IMPS,,144.27,10972.72,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,34.73,356.25,"value in INR Crores, volume in Lakhs",
15-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
15-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,RBI Operated,RTGS,,0.83707,7526.679080663001,"value in INR Crores, volume in Lakhs",
15-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
15-10-2023,Payment Transactions,NPCI Operated,UPI,,3590.01,44351.21,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,NPCI Operated,NETC,,103.76,183.99,"value in INR Crores, volume in Lakhs",
15-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,61.19,6723.22,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,NPCI Operated,BBPS,,32.33,628.98,"value in INR Crores, volume in Lakhs",
14-10-2023,Cash Withdrawal,NPCI Operated,AePS,,31.52,803.96,"value in INR Crores, volume in Lakhs",
14-10-2023,Cash Withdrawal,NPCI Operated,NFS,,114.91,4609.32,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,32.299859999999995,1092.9321564,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,39.261269999999996,2193.6174871000003,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,39.42605,882.0702501,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,15.42141,389.31903029999995,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.96727,16.0888442,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.95217,34.360099,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,NPCI Operated,AePS,,0.48,18.82,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,NPCI Operated,CTS,,0.0,0.0,"value in INR Crores, volume in Lakhs",
14-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
14-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,143.94,2819.08,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,10.12,843.09,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,NPCI Operated,NETC,,105.17,186.26,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,NPCI Operated,UPI,,3320.07,41345.44,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,RBI Operated,NEFT,,125.19806,26968.29030421,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,RBI Operated,RTGS,,2.18863,23263.917540898998,"value in INR Crores, volume in Lakhs",
14-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
14-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
14-10-2023,Payment Transactions,NPCI Operated,IMPS,,149.09,14295.76,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,38.20047,892.9388823,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.0737700000000001,47.250487400000004,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.01932,16.4710946,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,15.78305,483.493651,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,NPCI Operated,BBPS,,42.74,978.82,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,36.68267,2584.1624217999997,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,33.3862,1263.326673,"value in INR Crores, volume in Lakhs",
13-10-2023,Cash Withdrawal,NPCI Operated,NFS,,111.54,4696.66,"value in INR Crores, volume in Lakhs",
13-10-2023,Cash Withdrawal,NPCI Operated,AePS,,35.66,918.52,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,NPCI Operated,AePS,,0.48,18.54,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,NPCI Operated,CTS,,22.5,22966.85,"value in INR Crores, volume in Lakhs",
13-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00576,29445.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
13-10-2023,Payment Transactions,RBI Operated,NEFT,,229.82887,135108.533052879,"value in INR Crores, volume in Lakhs",
13-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06564,670371.6065455,"value in INR Crores, volume in Lakhs",
13-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.095725,342249.47000000003,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,RBI Operated,RTGS,,9.70449,675946.818005309,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,NPCI Operated,IMPS,,161.96,17802.98,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,NPCI Operated,UPI,,3845.97,56244.79,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,NPCI Operated,NETC,,105.25,186.83,"value in INR Crores, volume in Lakhs",
13-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,23.94,2319.09,"value in INR Crores, volume in Lakhs",
