year,host,worldcup_name,match_type,match_period,match_date,venue,venue_city,first_batting_team,second_batting_team,first_batting_team_score,second_batting_team_score,match_winner,winning_margin,winning_margin_type,winning_condition,season_winner
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Super Six Qualifiers,Day,05-Jun-99,Nottingham,Nottingham,Pakistan,South Africa,220 for 7,221 for 7,South Africa,3,Wickets,With 6 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,30-May-99,Southampton,Southampton,Sri Lanka,Kenya,275 for 8,230 for 6,Sri Lanka,45,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,15-May-99,Taunton,Taunton,Kenya,Zimbabwe,229 for 7,231 for 5,Zimbabwe,5,Wickets,With 54 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,23-May-99,Bristol,Bristol,India,Kenya,329 for 2,235 for 7,India,94,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Semi-final,Day,16-Jun-99,Manchester,Manchester,New Zealand,Pakistan,241 for 7,242 for 1,Pakistan,9,Wickets,With 15 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,19-May-99,Leicester,Leicester,Zimbabwe,India,252 for 9,249,Zimbabwe,3,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Super Six Qualifiers,Day,12-Jun-99,Nottingham,Nottingham,India,New Zealand,251 for 6,253 for 5,New Zealand,5,Wickets,With 10 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,15-May-99,Hove,Hove,India,South Africa,253 for 5,254 for 6,South Africa,4,Wickets,With 16 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Super Six Qualifiers,Day,09-Jun-99,Lord's,Kolkata,Australia,Zimbabwe,303 for 4,259 for 6,Australia,44,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,23-May-99,Leeds,Leeds,Pakistan,Australia,275 for 8,265,Pakistan,10,Runs,,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Super Six Qualifiers,Day,13-Jun-99,Leeds,Leeds,South Africa,Australia,271 for 7,272 for 5,Australia,5,Wickets,With 2 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,League,Day,27-May-99,Leicester,Leicester,Scotland,West Indies,68,70 for 2,West Indies,8,Wickets,With 239 balls remaining,Australia
1999,England/Ireland/Netherlands/Scotland,ICC Cricket World Cup,Super Six Qualifiers,Day,"June 06 - 07, 1999",Leeds,Leeds,Zimbabwe,New Zealand,175,70 for 3,No result,,No result,,Australia
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,07-Mar-92,Hamilton,Hamilton,India,Zimbabwe,203 for 7,104 for 1,India,55,Runs,revised target,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,03-Mar-92,Napier,Napier,New Zealand,Zimbabwe,162 for 3,105 for 7,New Zealand,48,Runs,revised target,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,18-Mar-92,Albury,Albury,Zimbabwe,England,134,125,Zimbabwe,9,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,05-Mar-92,Christchurch,Christchurch,South Africa,West Indies,200 for 8,136,South Africa,64,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,14-Mar-92,Hobart,Hobart,Australia,Zimbabwe,265 for 6,137,Australia,128,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day Night,18-Mar-92,Melbourne,Melbourne,Australia,West Indies,216 for 6,159,Australia,57,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day Night,27-Feb-92,Melbourne,Melbourne,West Indies,England,157,160 for 4,England,6,Wickets,With 61 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,10-Mar-92,Canberra,Canberra,Zimbabwe,South Africa,163,164 for 3,South Africa,7,Wickets,With 29 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,18-Mar-92,Christchurch,Christchurch,New Zealand,Pakistan,166,167 for 3,Pakistan,7,Wickets,With 32 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day Night,26-Feb-92,Sydney,Sydney,Australia,South Africa,170 for 9,171 for 1,South Africa,9,Wickets,With 13 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day Night,11-Mar-92,Perth,Perth,Pakistan,Australia,220 for 9,172,Pakistan,48,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day Night,04-Mar-92,Sydney,Sydney,India,Pakistan,216 for 7,173,India,43,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day Night,05-Mar-92,Sydney,Sydney,Australia,England,171,173 for 2,England,8,Wickets,With 55 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,08-Mar-92,Brisbane,Brisbane,South Africa,Pakistan,211 for 7,173 for 8,South Africa,20,Runs,revised target,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,09-Mar-92,Ballarat,Ballarat,England,Sri Lanka,280 for 6,174,England,106,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,13-Mar-92,Berri,Berri,West Indies,Sri Lanka,268 for 8,177 for 9,West Indies,91,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,15-Mar-92,Adelaide,Adelaide,India,South Africa,180 for 6,181 for 4,South Africa,6,Wickets,With 5 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,29-Feb-92,Brisbane,Brisbane,West Indies,Zimbabwe,264 for 8,189 for 7,West Indies,75,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,07-Mar-92,Adelaide,Adelaide,Sri Lanka,Australia,189 for 9,190 for 3,Australia,7,Wickets,With 36 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,29-Feb-92,Auckland,Auckland,South Africa,New Zealand,190 for 7,191 for 3,New Zealand,7,Wickets,With 93 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,10-Mar-92,Wellington,Wellington,India,West Indies,197,195 for 5,West Indies,5,Wickets,revised target,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,02-Mar-92,Wellington,Wellington,South Africa,Sri Lanka,195,198 for 7,Sri Lanka,3,Wickets,With 1 ball remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,15-Mar-92,Wellington,Wellington,England,New Zealand,200 for 8,201 for 3,New Zealand,7,Wickets,With 55 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,27-Feb-92,Hobart,Hobart,Pakistan,Zimbabwe,254 for 4,201 for 7,Pakistan,53,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,08-Mar-92,Auckland,Auckland,West Indies,New Zealand,203 for 7,206 for 5,New Zealand,5,Wickets,With 9 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,25-Feb-92,Hamilton,Hamilton,Sri Lanka,New Zealand,206 for 9,210 for 4,New Zealand,6,Wickets,With 10 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,22-Feb-92,Auckland,Auckland,New Zealand,Australia,248 for 6,211,New Zealand,37,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,15-Mar-92,Perth,Perth,Sri Lanka,Pakistan,212 for 6,216 for 6,Pakistan,4,Wickets,With 5 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,23-Feb-92,Melbourne,Melbourne,Pakistan,West Indies,220 for 2,221 for 0,West Indies,10,Wickets,With 19 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day Night,12-Mar-92,Melbourne,Melbourne,South Africa,England,236 for 4,226 for 7,England,3,Wickets,revised target,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,Final,Day Night,25-Mar-92,Melbourne,Melbourne,Pakistan,England,249 for 6,227,Pakistan,22,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day Night,22-Feb-92,Perth,Perth,England,India,236 for 9,227,England,9,Runs,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,12-Mar-92,Dunedin,Dunedin,India,New Zealand,230 for 6,231 for 6,New Zealand,4,Wickets,With 17 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,Semi-final,Day Night,22-Mar-92,Sydney,Sydney,England,South Africa,252 for 6,232 for 6,England,19,Runs,revised target,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,01-Mar-92,Brisbane,Brisbane,Australia,India,237 for 9,234,Australia,1,Runs,revised target,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,01-Mar-92,Adelaide,Adelaide,Pakistan,England,74,24 for 1,No result,,No result,,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,Semi-final,Day,21-Mar-92,Auckland,Auckland,New Zealand,Pakistan,262 for 7,264 for 6,Pakistan,4,Wickets,With 6 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,23-Feb-92,New Plymouth,Kolkata,Zimbabwe,Sri Lanka,312 for 4,313 for 7,Sri Lanka,3,Wickets,With 4 balls remaining,Pakistan
1991/92,Australia/New Zealand,Benson and Hedges World Cup,League,Day,28-Feb-92,Mackay,Mackay,India,Sri Lanka,1 for 0,,No result,,No result,,Pakistan
1987/88,India/Pakistan,Reliance World Cup,League,Day,17-Oct-87,Wankhede,Mumbai,Zimbabwe,India,135,136 for 2,India,8,Wickets,With 133 balls remaining,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,13-Oct-87,Chennai,Chennai,Australia,Zimbabwe,235 for 9,139,Australia,96,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,17-Oct-87,Peshawar,Peshawar,England,Sri Lanka,296 for 4,158 for 8,England,108,Runs,revised target,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,13-Oct-87,Karachi,Karachi,West Indies,Sri Lanka,360 for 4,169 for 4,West Indies,191,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,25-Oct-87,Faisalabad,Faisalabad,Pakistan,Sri Lanka,297 for 7,184 for 8,Pakistan,113,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,26-Oct-87,Ahmedabad,Ahmedabad,Zimbabwe,India,191 for 7,194 for 3,India,7,Wickets,With 48 balls remaining,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,30-Oct-87,Cuttack,Cuttack,Australia,Zimbabwe,266 for 5,196 for 6,Australia,70,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,"October 18 - 19, 1987",Indore,Indore,Australia,New Zealand,199 for 4,196 for 9,Australia,3,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,21-Oct-87,Kanpur,Kanpur,West Indies,Sri Lanka,236 for 8,211 for 8,West Indies,25,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,16-Oct-87,Lahore,Lahore,West Indies,Pakistan,216,217 for 9,Pakistan,1,Wickets,With 0 balls remaining,Australia
1987/88,India/Pakistan,Reliance World Cup,Semi-final,Day,05-Nov-87,Wankhede,Mumbai,England,India,254 for 6,219,England,35,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,30-Oct-87,Pune,Pune,Sri Lanka,England,218 for 7,219 for 2,England,8,Wickets,With 52 balls remaining,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,"October 12 - 13, 1987",Rawalpindi,Rawalpindi,Pakistan,England,239 for 7,221,Pakistan,18,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,31-Oct-87,Nagpur,Nagpur,New Zealand,India,221 for 9,224 for 1,India,9,Wickets,With 107 balls remaining,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,23-Oct-87,Eden Gardens,Kolkata,Zimbabwe,New Zealand,227 for 5,228 for 6,New Zealand,4,Wickets,With 14 balls remaining,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,30-Oct-87,Karachi,Karachi,West Indies,Pakistan,258 for 7,230 for 9,West Indies,28,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,22-Oct-87,Delhi,Delhi,India,Australia,289 for 6,233,India,56,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,27-Oct-87,Chandigarh,Chandigarh,Australia,New Zealand,251 for 8,234,Australia,17,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,26-Oct-87,Jaipur,Jaipur,England,West Indies,269 for 5,235,England,34,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,14-Oct-87,Bengaluru,Bengaluru,India,New Zealand,252 for 7,236 for 8,India,16,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,10-Oct-87,Hyderabad (Deccan),Kolkata,New Zealand,Zimbabwe,242 for 7,239,New Zealand,3,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,09-Oct-87,Gujranwala,Gujranwala,West Indies,England,243 for 7,246 for 8,England,2,Wickets,With 3 balls remaining,Australia
1987/88,India/Pakistan,Reliance World Cup,Final,Day,08-Nov-87,Eden Gardens,Kolkata,Australia,England,253 for 5,246 for 8,Australia,7,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,20-Oct-87,Karachi,Karachi,England,Pakistan,244 for 9,247 for 3,Pakistan,7,Wickets,With 6 balls remaining,Australia
1987/88,India/Pakistan,Reliance World Cup,Semi-final,Day,04-Nov-87,Lahore,Lahore,Australia,Pakistan,267 for 8,249,Australia,18,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,08-Oct-87,Hyderabad (Sind),Hyderabad (Sind),Pakistan,Sri Lanka,267 for 6,252,Pakistan,15,Runs,,Australia
1987/88,India/Pakistan,Reliance World Cup,League,Day,09-Oct-87,Chennai,Chennai,Australia,India,270 for 6,269,Australia,1,Runs,,Australia
1983,England,Prudential World Cup,League,Day,20-Jun-83,Chelmsford,Chelmsford,India,Australia,247,129,India,118,Runs,,India
1983,England,Prudential World Cup,League,Day,20-Jun-83,Leeds,Leeds,Sri Lanka,England,136,137 for 1,England,9,Wickets,With 215 balls remaining,India
1983,England,Prudential World Cup,Final,Day,25-Jun-83,Lord's,Kolkata,India,West Indies,183,140,India,43,Runs,,India
1983,England,Prudential World Cup,League,Day,"June 11 - 12, 1983",Leeds,Leeds,West Indies,Australia,252 for 9,151,West Indies,101,Runs,,India
1983,England,Prudential World Cup,League,Day,11-Jun-83,Leicester,Leicester,Zimbabwe,India,155,157 for 5,India,5,Wickets,With 135 balls remaining,India
1983,England,Prudential World Cup,League,Day,13-Jun-83,Nottingham,Nottingham,Australia,India,320 for 9,158,Australia,162,Runs,,India
1983,England,Prudential World Cup,League,Day,20-Jun-83,Birmingham,Birmingham,Zimbabwe,West Indies,171,172 for 0,West Indies,10,Wickets,With 89 balls remaining,India
1983,England,Prudential World Cup,League,Day,18-Jun-83,Derby,Derby,New Zealand,Sri Lanka,181,184 for 7,Sri Lanka,3,Wickets,With 43 balls remaining,India
1983,England,Prudential World Cup,League,Day,"June 11 - 12, 1983",Birmingham,Birmingham,New Zealand,Pakistan,238 for 9,186,New Zealand,52,Runs,,India
1983,England,Prudential World Cup,Semi-final,Day,22-Jun-83,The Oval,Kolkata,Pakistan,West Indies,184 for 8,188 for 2,West Indies,8,Wickets,With 68 balls remaining,India
1983,England,Prudential World Cup,League,Day,13-Jun-83,Lord's,Kolkata,Pakistan,England,193 for 8,199 for 2,England,8,Wickets,With 56 balls remaining,India
1983,England,Prudential World Cup,League,Day,13-Jun-83,Bristol,Bristol,Sri Lanka,New Zealand,206,209 for 5,New Zealand,5,Wickets,With 124 balls remaining,India
1983,England,Prudential World Cup,League,Day,09-Jun-83,The Oval,Kolkata,England,New Zealand,322 for 6,216,England,106,Runs,,India
1983,England,Prudential World Cup,League,Day,15-Jun-83,The Oval,Kolkata,West Indies,India,282 for 9,216,West Indies,66,Runs,,India
1983,England,Prudential World Cup,Semi-final,Day,22-Jun-83,Manchester,Manchester,England,India,213,217 for 4,India,6,Wickets,With 32 balls remaining,India
1983,England,Prudential World Cup,League,Day,13-Jun-83,Worcester,Worcester,Zimbabwe,West Indies,217 for 7,218 for 2,West Indies,8,Wickets,With 69 balls remaining,India
1983,England,Prudential World Cup,League,Day,16-Jun-83,Leeds,Leeds,Pakistan,Sri Lanka,235 for 7,224,Pakistan,11,Runs,,India
1983,England,Prudential World Cup,League,Day,09-Jun-83,Nottingham,Nottingham,Zimbabwe,Australia,239 for 6,226 for 7,Zimbabwe,13,Runs,,India
1983,England,Prudential World Cup,League,Day,"June 09 - 10, 1983",Manchester,Manchester,India,West Indies,262 for 8,228,India,34,Runs,,India
1983,England,Prudential World Cup,League,Day,18-Jun-83,Manchester,Manchester,Pakistan,England,232 for 8,233 for 3,England,7,Wickets,With 16 balls remaining,India
1983,England,Prudential World Cup,League,Day,18-Jun-83,Tunbridge Wells,Kolkata,India,Zimbabwe,266 for 8,235,India,31,Runs,,India
1983,England,Prudential World Cup,League,Day,15-Jun-83,Birmingham,Birmingham,England,New Zealand,234,238 for 8,New Zealand,2,Wickets,With 1 ball remaining,India
1983,England,Prudential World Cup,League,Day,16-Jun-83,Southampton,Southampton,Australia,Zimbabwe,272 for 7,240,Australia,32,Runs,,India
1983,England,Prudential World Cup,League,Day,20-Jun-83,Nottingham,Nottingham,Pakistan,New Zealand,261 for 3,250,Pakistan,11,Runs,,India
1983,England,Prudential World Cup,League,Day,18-Jun-83,Lord's,Kolkata,Australia,West Indies,273 for 6,276 for 3,West Indies,7,Wickets,With 13 balls remaining,India
1983,England,Prudential World Cup,League,Day,11-Jun-83,Taunton,Taunton,England,Sri Lanka,333 for 9,286,England,47,Runs,,India
1983,England,Prudential World Cup,League,Day,09-Jun-83,Swansea,Swansea,Pakistan,Sri Lanka,338 for 5,288 for 9,Pakistan,50,Runs,,India
1979,England,Prudential World Cup,League,Day,16-Jun-79,Birmingham,Birmingham,Canada,Australia,105,106 for 3,Australia,7,Wickets,With 204 balls remaining,West Indies
1979,England,Prudential World Cup,League,Day,09-Jun-79,Leeds,Leeds,Canada,Pakistan,139 for 9,140 for 2,Pakistan,8,Wickets,With 119 balls remaining,West Indies
1979,England,Prudential World Cup,League,Day,16-Jun-79,Leeds,Leeds,England,Pakistan,165 for 9,151,England,14,Runs,,West Indies
1979,England,Prudential World Cup,League,Day,09-Jun-79,Lord's,Kolkata,Australia,England,159 for 9,160 for 4,England,6,Wickets,With 77 balls remaining,West Indies
1979,England,Prudential World Cup,League,Day,13-Jun-79,Leeds,Leeds,India,New Zealand,182,183 for 2,New Zealand,8,Wickets,With 18 balls remaining,West Indies
1979,England,Prudential World Cup,League,Day,09-Jun-79,Nottingham,Nottingham,Sri Lanka,New Zealand,189,190 for 1,New Zealand,9,Wickets,With 74 balls remaining,West Indies
1979,England,Prudential World Cup,League,Day,"June 16 - 18, 1979",Manchester,Manchester,Sri Lanka,India,238 for 5,191,Sri Lanka,47,Runs,,West Indies
1979,England,Prudential World Cup,Final,Day,23-Jun-79,Lord's,Kolkata,West Indies,England,286 for 9,194,West Indies,92,Runs,,West Indies
1979,England,Prudential World Cup,League,Day,09-Jun-79,Birmingham,Birmingham,India,West Indies,190,194 for 1,West Indies,9,Wickets,With 51 balls remaining,West Indies
1979,England,Prudential World Cup,League,Day,"June 13 - 14, 1979",Nottingham,Nottingham,Pakistan,Australia,286 for 7,197,Pakistan,89,Runs,,West Indies
1979,England,Prudential World Cup,League,Day,16-Jun-79,Nottingham,Nottingham,West Indies,New Zealand,244 for 7,212 for 9,West Indies,32,Runs,,West Indies
1979,England,Prudential World Cup,Semi-final,Day,20-Jun-79,Manchester,Manchester,England,New Zealand,221 for 8,212 for 9,England,9,Runs,,West Indies
1979,England,Prudential World Cup,Semi-final,Day,20-Jun-79,The Oval,Kolkata,West Indies,Pakistan,293 for 6,250,West Indies,43,Runs,,West Indies
1979,England,Prudential World Cup,League,Day,"June 13 - 14, 1979",Manchester,Manchester,Canada,England,45,46 for 2,England,8,Wickets,With 277 balls remaining,West Indies
1979,England,Prudential World Cup,League,Day,"June 13 - 15, 1979",The Oval,Kolkata,Sri Lanka,West Indies,,,Match abandoned without a ball bowled,,Match abandoned without a ball bowled,Match abandoned Without a ball bowled,West Indies
1975,England,Prudential World Cup,League,Day,11-Jun-75,Leeds,Leeds,East Africa,India,120,123 for 0,India,10,Wickets,With 181 balls remaining,West Indies
1975,England,Prudential World Cup,League,Day,07-Jun-75,Birmingham,Birmingham,New Zealand,East Africa,309 for 5,128 for 8,New Zealand,181,Runs,,West Indies
1975,England,Prudential World Cup,League,Day,07-Jun-75,Lord's,Kolkata,England,India,334 for 4,132 for 3,England,202,Runs,,West Indies
1975,England,Prudential World Cup,League,Day,14-Jun-75,Nottingham,Nottingham,Pakistan,Sri Lanka,330 for 6,138,Pakistan,192,Runs,,West Indies
1975,England,Prudential World Cup,Semi-final,Day,18-Jun-75,The Oval,Kolkata,New Zealand,West Indies,158,159 for 5,West Indies,5,Wickets,With 119 balls remaining,West Indies
1975,England,Prudential World Cup,League,Day,11-Jun-75,Nottingham,Nottingham,England,New Zealand,266 for 6,186,England,80,Runs,,West Indies
1975,England,Prudential World Cup,League,Day,14-Jun-75,The Oval,Kolkata,Australia,West Indies,192,195 for 3,West Indies,7,Wickets,With 84 balls remaining,West Indies
1975,England,Prudential World Cup,League,Day,07-Jun-75,Leeds,Leeds,Australia,Pakistan,278 for 7,205,Australia,73,Runs,,West Indies
1975,England,Prudential World Cup,League,Day,14-Jun-75,Manchester,Manchester,India,New Zealand,230,233 for 6,New Zealand,4,Wickets,With 7 balls remaining,West Indies
1975,England,Prudential World Cup,League,Day,11-Jun-75,Birmingham,Birmingham,Pakistan,West Indies,266 for 7,267 for 9,West Indies,1,Wickets,With 2 balls remaining,West Indies
1975,England,Prudential World Cup,Final,Day,21-Jun-75,Lord's,Kolkata,West Indies,Australia,291 for 8,274,West Indies,17,Runs,,West Indies
1975,England,Prudential World Cup,League,Day,11-Jun-75,The Oval,Kolkata,Australia,Sri Lanka,328 for 5,276 for 4,Australia,52,Runs,,West Indies
1975,England,Prudential World Cup,League,Day,07-Jun-75,Manchester,Manchester,Sri Lanka,West Indies,86,87 for 1,West Indies,9,Wickets,With 236 balls remaining,West Indies
1975,England,Prudential World Cup,League,Day,14-Jun-75,Birmingham,Birmingham,England,East Africa,290 for 5,94,England,196,Runs,,West Indies
1975,England,Prudential World Cup,Semi-final,Day,18-Jun-75,Leeds,Leeds,England,Australia,93,94 for 6,Australia,4,Wickets,With 188 balls remaining,West Indies
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,24-Feb-96,Gujranwala,Gujranwala,United Arab Emirates,Pakistan,109 for 9,112 for 1,Pakistan,9,Wickets,With 90 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,Semi-final,Day Night,13-Mar-96,Eden Gardens,Kolkata,Sri Lanka,India,251 for 8,120 for 8,Sri Lanka,,Default Winner,Default Winner,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,27-Feb-96,Patna,Patna,Kenya,Zimbabwe,134,137 for 5,Zimbabwe,5,Wickets,With 46 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,18-Feb-96,Peshawar,Peshawar,United Arab Emirates,England,136,140 for 2,England,8,Wickets,With 90 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,26-Feb-96,Lahore,Lahore,Netherlands,Pakistan,145 for 7,151 for 2,Pakistan,8,Wickets,With 116 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,25-Feb-96,Rawalpindi,Rawalpindi,South Africa,England,230,152,South Africa,78,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,16-Feb-96,Rawalpindi,Rawalpindi,South Africa,United Arab Emirates,321 for 2,152 for 8,South Africa,169,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day Night,16-Feb-96,Hyderabad (Deccan),Kolkata,Zimbabwe,West Indies,151 for 9,155 for 4,West Indies,6,Wickets,With 123 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,01-Mar-96,Nagpur,Nagpur,Zimbabwe,Australia,154,158 for 2,Australia,8,Wickets,With 84 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,27-Feb-96,Faisalabad,Faisalabad,New Zealand,United Arab Emirates,276 for 8,167 for 9,New Zealand,109,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,05-Mar-96,Rawalpindi,Rawalpindi,South Africa,Netherlands,328 for 3,168 for 8,South Africa,160,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day Night,21-Feb-96,Gwalior,Gwalior,West Indies,India,173,174 for 5,India,5,Wickets,With 62 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,20-Feb-96,Faisalabad,Faisalabad,New Zealand,South Africa,177 for 9,178 for 5,South Africa,5,Wickets,With 75 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,17-Feb-96,Vadodara,Vadodara,New Zealand,Netherlands,307 for 8,188 for 7,New Zealand,119,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,Semi-final,Day Night,14-Mar-96,Mohali,Mohali,Australia,West Indies,207 for 8,202,Australia,5,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,18-Feb-96,Cuttack,Cuttack,Kenya,India,199 for 6,203 for 3,India,7,Wickets,With 49 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,06-Mar-96,Kanpur,Kanpur,India,Zimbabwe,247 for 5,207,India,40,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,23-Feb-96,Visakhapatnam,Visakhapatnam,Australia,Kenya,304 for 7,207 for 7,Australia,97,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,01-Mar-96,Lahore,Lahore,Netherlands,United Arab Emirates,216 for 9,220 for 3,United Arab Emirates,7,Wickets,With 34 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,14-Feb-96,Ahmedabad,Ahmedabad,New Zealand,England,239 for 6,228 for 9,New Zealand,11,Runs,,Sri Lanka
