fiscal_year,country,category,value_rupee,value_usd,currency,unit,note
2014-15,Kazakhstan,Export,153244.23,250.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kazakhstan,Import,426691.98,701.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kazakhstan,Trade Balance,-273447.75,-451.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kenya,Export,2514811.79,4116.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kenya,Import,71708.71,117.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kenya,Trade Balance,2443103.08,3999.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kiribati,Export,616.13,0.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kiribati,Import,7.69,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kiribati,Trade Balance,608.44,0.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kuwait,Export,733289.84,1198.14,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kuwait,Import,8151069.65,13381.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kuwait,Trade Balance,-7417779.81,-12183.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kyrgyzstan,Export,23053.46,37.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kyrgyzstan,Import,472.15,0.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Kyrgyzstan,Trade Balance,22581.31,36.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Laos,Export,41293.81,67.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Laos,Import,52282.91,85.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Laos,Trade Balance,-10989.1,-17.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Latvia,Export,59964.06,98.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Latvia,Import,21981.07,36.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Latvia,Trade Balance,37982.99,61.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Lebanon,Export,170847.24,279.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Lebanon,Import,24203.02,39.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Lebanon,Trade Balance,146644.22,239.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Lesotho,Export,23436.29,38.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Lesotho,Import,843.1,1.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Lesotho,Trade Balance,22593.19,36.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Liberia,Export,126501.97,206.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Liberia,Import,35939.6,57.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Liberia,Trade Balance,90562.37,148.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Libya,Export,99870.18,163.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Libya,Import,41920.21,70.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Libya,Trade Balance,57949.97,93.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Liechtenstein,Export,118.49,0.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Liechtenstein,Import,718.48,1.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Liechtenstein,Trade Balance,-599.99,-0.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Lithuania,Export,63100.13,103,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Lithuania,Import,67795.69,111.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Lithuania,Trade Balance,-4695.56,-8.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Luxembourg,Export,5886.05,9.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Luxembourg,Import,25634.14,41.74,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Luxembourg,Trade Balance,-19748.09,-32.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Macao,Export,1464.93,2.37,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Macao,Import,1414.04,2.29,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Macao,Trade Balance,50.89,0.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Madagascar,Export,102094.87,166.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Madagascar,Import,58461.38,95.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Madagascar,Trade Balance,43633.49,71.59,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Malawi,Export,130660.34,213.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Malawi,Import,22756.83,36.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Malawi,Trade Balance,107903.51,176.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Malaysia,Export,3561409.74,5815.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Malaysia,Import,6791883.16,11116.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Malaysia,Trade Balance,-3230473.42,-5301.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Maldives,Export,93314.2,151.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Maldives,Import,2648.37,4.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Maldives,Trade Balance,90665.83,147.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mali,Export,81967.37,133.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mali,Import,47576.46,78.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mali,Trade Balance,34390.91,55.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Malta,Export,201788.05,327.44,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Malta,Import,17367.54,28.38,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Malta,Trade Balance,184420.51,299.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Marshall Islands,Export,76.22,0.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Marshall Islands,Import,7.85,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Marshall Islands,Trade Balance,68.37,0.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Martinique,Export,3753.57,6.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Martinique,Import,58.39,0.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Martinique,Trade Balance,3695.18,5.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mauritania,Export,36038.48,58.74,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mauritania,Import,26473.55,43.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mauritania,Trade Balance,9564.93,15.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mauritius,Export,1164922.52,1908.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mauritius,Import,12935.75,21.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mauritius,Trade Balance,1151986.77,1887.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mexico,Export,1752716.81,2860.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mexico,Import,2071679.55,3392.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mexico,Trade Balance,-318962.74,-532.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Micronesia,Export,141.26,0.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Micronesia,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Micronesia,Trade Balance,141.26,0.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Moldova,Export,5372.7,8.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Moldova,Import,876.43,1.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Moldova,Trade Balance,4496.27,7.29,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Monaco,Export,532.75,0.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Monaco,Import,1041.58,1.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Monaco,Trade Balance,-508.83,-0.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mongolia,Export,4830.57,7.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mongolia,Import,2629.89,4.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mongolia,Trade Balance,2200.68,3.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Montenegro,Export,29879.4,48.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Montenegro,Import,10053.13,16.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Montenegro,Trade Balance,19826.27,32.44,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Montserrat,Export,208.83,0.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Montserrat,Import,2.97,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Montserrat,Trade Balance,205.86,0.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Morocco,Export,199260.5,325.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Morocco,Import,572474.36,936.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Morocco,Trade Balance,-373213.86,-610.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mozambique,Export,1265172.2,2070.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mozambique,Import,199846.53,325.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Mozambique,Trade Balance,1065325.67,1744.59,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Myanmar,Export,473624.32,772.74,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Myanmar,Import,747653.47,1231.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Myanmar,Trade Balance,-274029.15,-458.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Namibia,Export,66258.46,107.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Namibia,Import,20884.44,34.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Namibia,Trade Balance,45374.02,73.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nauru,Export,11.75,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nauru,Import,6205.2,10.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nauru,Trade Balance,-6193.45,-10.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nepal,Export,2785908.88,4556.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nepal,Import,391549.74,639.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nepal,Trade Balance,2394359.14,3917.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Netherlands,Export,3889659.09,6364.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Netherlands,Import,1716434.47,2813.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Netherlands,Trade Balance,2173224.62,3551.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,New Caledonia,Export,6590.87,10.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,New Caledonia,Import,12950.81,21.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,New Caledonia,Trade Balance,-6359.94,-10.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,New Zealand,Export,196894.43,321.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,New Zealand,Import,360837.44,591.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,New Zealand,Trade Balance,-163943.01,-269.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nicaragua,Export,40082.3,65.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nicaragua,Import,1337.94,2.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nicaragua,Trade Balance,38744.36,63.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Niger,Export,47829.53,78.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Niger,Import,340.72,0.56,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Niger,Trade Balance,47488.81,77.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nigeria,Export,1637590.32,2680.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nigeria,Import,8343300.12,13682.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Nigeria,Trade Balance,-6705709.8,-11002.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Niue,Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Niue,Import,15.46,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Niue,Trade Balance,-15.46,-0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Norfolk Island,Export,35.27,0.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Norfolk Island,Import,76.83,0.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Norfolk Island,Trade Balance,-41.56,-0.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,North Korea,Export,2855279.1,4678.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,North Korea,Import,8352480.24,13659.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,North Korea,Trade Balance,-5497201.14,-8980.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,North Macedonia,Export,8888.83,14.44,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,North Macedonia,Import,5573.19,9.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,North Macedonia,Trade Balance,3315.64,5.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Northern Mariana Islands,Export,52.1,0.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Northern Mariana Islands,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Northern Mariana Islands,Trade Balance,52.1,0.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Norway,Export,160630.93,263,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Norway,Import,614774.85,1000.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Norway,Trade Balance,-454143.92,-737.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Oman,Export,1454775.52,2378.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Oman,Import,1064756.25,1752.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Oman,Trade Balance,390019.27,626.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Pacific Islands,Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Pakistan,Export,1135210.97,1856.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Pakistan,Import,304066.76,497.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Pakistan,Trade Balance,831144.21,1359.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Palau,Export,41.01,0.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Palau,Import,5.33,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Palau,Trade Balance,35.68,0.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Panama,Export,185139.17,302.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Panama,Import,44855.67,74.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Panama,Trade Balance,140283.5,227.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Papua New Guinea,Export,31855.47,51.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Papua New Guinea,Import,96054.56,157.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Papua New Guinea,Trade Balance,-64199.09,-105.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Paraguay,Export,65379.6,106.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Paraguay,Import,54041.2,88.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Paraguay,Trade Balance,11338.4,18.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Peru,Export,502213.72,819.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Peru,Import,361652.66,590.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Peru,Trade Balance,140561.06,229.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Philippines,Export,853139.73,1395.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Philippines,Import,258508.42,422.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Philippines,Trade Balance,594631.31,972.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Pitcairn Islands,Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Pitcairn Islands,Import,67.09,0.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Pitcairn Islands,Trade Balance,-67.09,-0.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Poland,Export,641999.94,1050.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Poland,Import,389075.28,635.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Poland,Trade Balance,252924.66,414.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Portugal,Export,388729.56,636.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Portugal,Import,88483.26,144.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Portugal,Trade Balance,300246.3,491.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Puerto Rico,Export,60755.42,98.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Puerto Rico,Import,15910.31,26.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Puerto Rico,Trade Balance,44845.11,72.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Qatar,Export,644293.64,1054.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Qatar,Import,8906411.77,14604.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Qatar,Trade Balance,-8262118.13,-13550.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Reunion Island,Export,29796.1,48.44,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Reunion Island,Import,13800.93,22.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Reunion Island,Trade Balance,15995.17,25.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Romania,Export,255368.96,416.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Romania,Import,181203.54,296.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Romania,Trade Balance,74165.42,120.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Russia,Export,1282355.91,2096.37,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Russia,Import,2592365.62,4248.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Russia,Trade Balance,-1310009.71,-2152.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Rwanda,Export,91273.61,149.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Rwanda,Import,742.07,1.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Rwanda,Trade Balance,90531.54,147.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sahrawi Arab Democratic Republic,Export,16.67,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Helena,Export,130.58,0.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Helena,Import,53.77,0.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Helena,Trade Balance,76.81,0.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Kitts And Nevis,Export,768.66,1.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Kitts And Nevis,Import,223.92,0.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Kitts And Nevis,Trade Balance,544.74,0.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Lucia,Export,1305.64,2.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Lucia,Import,85.88,0.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Lucia,Trade Balance,1219.76,1.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Pierre Island,Export,0.53,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Pierre Island,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Saint Pierre Island,Trade Balance,0.53,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Samoa,Export,117.45,0.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Samoa,Import,404.13,0.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Samoa,Trade Balance,-286.68,-0.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,San Marino,Export,28.25,0.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,San Marino,Import,201.39,0.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,San Marino,Trade Balance,-173.14,-0.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sao Tome And Principe,Export,894.71,1.44,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2014-15,Sao Tome And Principe,Import,30.38,0.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
