fiscal_year,country,category,value_rupee,value_usd,currency,unit,note
2006-07,Madagascar,Trade Balance,2237.62,5.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Malawi,Export,3968.88,8.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Malawi,Import,798.35,1.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Malawi,Trade Balance,3170.53,7.14,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Malaysia,Export,136024.99,307.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Malaysia,Import,552217.55,1250.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Malaysia,Trade Balance,-416192.56,-942.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Maldives,Export,8561.02,19.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Maldives,Import,358.48,0.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Maldives,Trade Balance,8202.54,18.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mali,Export,7620.4,17.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mali,Import,666.27,1.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mali,Trade Balance,6954.13,15.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Malta,Export,1540.45,3.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Malta,Import,36115.61,81.59,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Malta,Trade Balance,-34575.16,-78.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Marshall Islands,Export,3475.67,7.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Marshall Islands,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Marshall Islands,Trade Balance,3475.67,7.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Martinique,Export,300.16,0.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Martinique,Import,0.41,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Martinique,Trade Balance,299.75,0.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mauritania,Export,2862.51,6.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mauritania,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mauritania,Trade Balance,2862.51,6.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mauritius,Export,111450.85,252.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mauritius,Import,1889.41,4.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mauritius,Trade Balance,109561.44,247.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mexico,Export,63195.91,143.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mexico,Import,129348.33,292.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mexico,Trade Balance,-66152.42,-149.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Micronesia,Export,2.21,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Micronesia,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Micronesia,Trade Balance,2.21,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Moldova,Export,726.77,1.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Moldova,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Moldova,Trade Balance,726.77,1.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Monaco,Export,26.17,0.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Monaco,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Monaco,Trade Balance,26.17,0.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mongolia,Export,219.86,0.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mongolia,Import,259.71,0.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mongolia,Trade Balance,-39.85,-0.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Montenegro,Export,2296.41,5.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Montenegro,Import,56.22,0.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Montenegro,Trade Balance,2240.19,5.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Montserrat,Export,23.11,0.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Montserrat,Import,0.2,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Montserrat,Trade Balance,22.91,0.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Morocco,Export,19810.7,44.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Morocco,Import,47169.55,106.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Morocco,Trade Balance,-27358.85,-61.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mozambique,Export,25594.44,57.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mozambique,Import,7334.22,16.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Mozambique,Trade Balance,18260.22,41.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Myanmar,Export,18982.5,42.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Myanmar,Import,90729.95,205.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Myanmar,Trade Balance,-71747.45,-162.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Namibia,Export,1545.17,3.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Namibia,Import,236.11,0.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Namibia,Trade Balance,1309.06,2.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nauru,Export,1.56,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nauru,Import,1.21,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nauru,Trade Balance,0.35,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nepal,Export,100360.33,227.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nepal,Import,33794.69,76.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nepal,Trade Balance,66565.64,150.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Netherlands,Export,356302.22,806.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Netherlands,Import,148244.56,335.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Netherlands,Trade Balance,208057.66,471.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Netherlands Antilles,Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,New Caledonia,Export,217.39,0.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,New Caledonia,Import,2297.88,5.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,New Caledonia,Trade Balance,-2080.49,-4.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,New Zealand,Export,13530.83,30.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,New Zealand,Import,29655.87,67.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,New Zealand,Trade Balance,-16125.04,-36.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nicaragua,Export,1633.99,3.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nicaragua,Import,1.7,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nicaragua,Trade Balance,1632.29,3.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Niger,Export,1358.23,3.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Niger,Import,42.05,0.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Niger,Trade Balance,1316.18,2.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nigeria,Export,96597.07,218.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nigeria,Import,610957.32,1383.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Nigeria,Trade Balance,-514360.25,-1164.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Niue,Export,8.9,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Niue,Import,26.11,0.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Niue,Trade Balance,-17.21,-0.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Norfolk Island,Export,5.77,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Norfolk Island,Import,7.35,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Norfolk Island,Trade Balance,-1.58,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,North Korea,Export,375559.17,849.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,North Korea,Import,563941.18,1276.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,North Korea,Trade Balance,-188382.01,-427.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,North Macedonia,Export,565.26,1.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,North Macedonia,Import,1.07,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,North Macedonia,Trade Balance,564.19,1.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Northern Mariana Islands,Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Norway,Export,22790.84,51.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Norway,Import,82919.26,187.38,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Norway,Trade Balance,-60128.42,-135.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Oman,Export,72526.03,164.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Oman,Import,48676.05,110.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Oman,Trade Balance,23849.98,53.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Pakistan,Export,161777.57,366.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Pakistan,Import,33251.46,75.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Pakistan,Trade Balance,128526.11,290.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Palau,Export,54.76,0.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Panama,Export,37923.76,85.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Panama,Import,23476.24,53.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Panama,Trade Balance,14447.52,32.37,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Papua New Guinea,Export,684.99,1.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Papua New Guinea,Import,29635.94,67.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Papua New Guinea,Trade Balance,-28950.95,-65.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Paraguay,Export,3083.7,6.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Paraguay,Import,380.21,0.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Paraguay,Trade Balance,2703.49,6.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Peru,Export,15271.8,34.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Peru,Import,13424.09,30.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Peru,Trade Balance,1847.71,4.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Philippines,Export,57581.73,130.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Philippines,Import,14047.15,31.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Philippines,Trade Balance,43534.58,98.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Pitcairn Islands,Export,9.12,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Pitcairn Islands,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Pitcairn Islands,Trade Balance,9.12,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Poland,Export,39425.09,89.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Poland,Import,12304.93,27.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Poland,Trade Balance,27120.16,61.41,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Portugal,Export,49678.24,112.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Portugal,Import,4227.73,9.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Portugal,Trade Balance,45450.51,102.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Puerto Rico,Export,2655.19,5.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Puerto Rico,Import,935.72,2.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
